# girsa-ref citation regression corpus. GENERATED by
# girsa-corpus/examples/measure-resolver.rs from Sefaria's link CSVs and
# Otzaria's heRefs. Every line is a citation that genuinely appears in the
# corpus. Do not hand-edit — regenerate.
# source	citation
otzaria	בראשית טו, יא
otzaria	בראשית טו, יד
otzaria	בראשית טו, יח
otzaria	בראשית טז, ה
otzaria	בראשית יז, יט
otzaria	בראשית יח, א
otzaria	בראשית יח, יג
otzaria	בראשית יח, ב
otzaria	בראשית יח, ג
otzaria	בראשית יט, טז
otzaria	בראשית א, יב
otzaria	בראשית א, כא
otzaria	בראשית א, כח
otzaria	בראשית א, ז
otzaria	בראשית כ, ד
otzaria	בראשית כא, א
otzaria	בראשית כא, כד
otzaria	בראשית כב, ב
otzaria	בראשית כג, א
otzaria	בראשית כג, ב
otzaria	בראשית כג, ח
otzaria	בראשית כד, טו
otzaria	בראשית כד, כט
otzaria	בראשית כד, ט
otzaria	בראשית כה, כ
otzaria	בראשית כה, לג
otzaria	בראשית כו, טז
otzaria	בראשית כו, כו
otzaria	בראשית כו, כט
otzaria	בראשית כו, ח
otzaria	בראשית כז, כז
otzaria	בראשית כז, ל
otzaria	בראשית כז, מג
otzaria	בראשית כח, י
otzaria	בראשית כח, יד
otzaria	בראשית כח, טז
otzaria	בראשית כח, ה
otzaria	בראשית כט, י
otzaria	בראשית כט, יז
otzaria	בראשית כט, כא
otzaria	בראשית כט, כו
otzaria	בראשית כט, ו
otzaria	בראשית ב, טו
otzaria	בראשית ב, ב
otzaria	בראשית ב, ג
otzaria	בראשית ב, ח
otzaria	בראשית ל, יז
otzaria	בראשית ל, מא
otzaria	בראשית לא, ב
otzaria	בראשית לא, לז
otzaria	בראשית לא, מג
otzaria	בראשית לב, יב
otzaria	בראשית לב, ל
otzaria	בראשית לב, ז
otzaria	בראשית לג, ט
otzaria	בראשית לד, ב
otzaria	בראשית לד, ל
otzaria	בראשית לה, י
otzaria	בראשית לה, כח
otzaria	בראשית לז, י
otzaria	בראשית לז, יח
otzaria	בראשית לז, ב
otzaria	בראשית לז, כח
otzaria	בראשית לז, ה
otzaria	בראשית לז, ח
otzaria	בראשית לח, כח
otzaria	בראשית לט, ט
otzaria	בראשית ג, יב
otzaria	בראשית ג, ב
otzaria	בראשית ג, כב
otzaria	בראשית ג, ו
otzaria	בראשית מ, כג
otzaria	בראשית מא, א
otzaria	בראשית מא, כז
otzaria	בראשית מא, מד
otzaria	בראשית מא, ז
otzaria	בראשית מב, טו
otzaria	בראשית מב, כא
otzaria	בראשית מב, ג
otzaria	בראשית מג, ב
otzaria	בראשית מג, ח
otzaria	בראשית מג, ט
otzaria	בראשית מד, טז
otzaria	בראשית מד, יח
otzaria	בראשית מד, ז
otzaria	בראשית מה, כו
otzaria	בראשית מה, ה
otzaria	בראשית מו, ל
otzaria	בראשית מו, ז
otzaria	בראשית מז, א
otzaria	בראשית מז, כה
otzaria	בראשית מז, כח
otzaria	בראשית מז, כט
otzaria	בראשית מז, ל
otzaria	בראשית מז, ז
otzaria	בראשית מח, טז
otzaria	בראשית מח, ד
otzaria	בראשית מח, ט
otzaria	בראשית מט, יד
otzaria	בראשית מט, כד
otzaria	בראשית מט, ג
otzaria	בראשית מט, לב
otzaria	בראשית מט, ז
otzaria	בראשית ד, טו
otzaria	בראשית ד, ח
otzaria	בראשית נ, ב
otzaria	בראשית ה, א
otzaria	בראשית ו, יג
otzaria	בראשית ו, ג
otzaria	בראשית ו, ט
otzaria	בראשית ח, א
otzaria	בראשית ח, ז
otzaria	בראשית ט, יא
otzaria	חבקוק א, יג
otzaria	מלכים א כב, יז
otzaria	שמואל א כה, ג
otzaria	ישעיהו כט, כב
otzaria	ישעיהו סה, כ
otzaria	איוב יד, טו
otzaria	שופטים יא, מ
otzaria	קידושין מב:, ה
otzaria	ויקרא כה, לה
otzaria	מלאכי א, ג
otzaria	נחמיה ט, ו
otzaria	במדבר ה, כח
otzaria	משנה תורה, הלכות איסורי ביאה יב, יט
otzaria	משנה תורה, הלכות איסורי ביאה טו, ב
otzaria	משנה תורה, הלכות איסורי ביאה יח, א
otzaria	משנה תורה, הלכות איסורי ביאה א, יט
otzaria	משנה תורה, הלכות איסורי ביאה ג, ו
otzaria	משנה תורה, הלכות איסורי ביאה ו, כב
otzaria	משנה תורה, הלכות איסורי ביאה ט, ז
otzaria	משנה תורה, הלכות חובל ומזיק ז, ח
otzaria	משנה תורה, הלכות מטמאי משכב ומושב ב, א
otzaria	משנה תורה, הלכות נזקי ממון יא, ב
otzaria	משנה תורה, הלכות נזקי ממון ב, ו
otzaria	משנה תורה, הלכות נזקי ממון ז, ח
otzaria	משנה תורה, הלכות קידוש החודש ד, ב
otzaria	משנה תורה, הלכות שכנים ב, טז
otzaria	יבמות עח:, יד
otzaria	ספר חסידים קלז, א
otzaria	משלי יז, כ
otzaria	משלי טז, טו
otzaria	משנה אבות א, א
otzaria	משלי כו, יג
otzaria	תהילים פט, ג
otzaria	משלי כא, יד
otzaria	משלי טז, ה
otzaria	משלי כה, ד
otzaria	משלי ו, יז
otzaria	משלי כה, טו
otzaria	תהילים קא, ז
otzaria	משלי ט, ח
otzaria	תהילים א, א
otzaria	סנהדרין כט., יח
otzaria	סנהדרין עד., יט
otzaria	יומא פז., יג
otzaria	תהילים לח, יט
otzaria	תהילים נא, טו
otzaria	שבת פח., ז
otzaria	יומא עב:, ט
otzaria	שבת לא:, ג
otzaria	זכריה ד, י
otzaria	משלי ג, לד
otzaria	משלי כה, כו
otzaria	פסחים נ:, ה
otzaria	תהילים טו, ג
otzaria	משלי יב, י
otzaria	משלי ו, יד
otzaria	תהילים נה, כג
otzaria	תהילים כה, ה
otzaria	תענית ח., יז
otzaria	משלי ז, ג
otzaria	ערכין טו:, טז
otzaria	אבות דרבי נתן כט, ד
otzaria	בבא מציעא נח:, ז
otzaria	ברכות לא., ד
otzaria	בראשית רבה צו, ב
otzaria	דניאל ג, טו
otzaria	דברים יג, א
otzaria	דברים יז, יא
otzaria	דברים כד, ט
otzaria	דברים ל, יד
otzaria	דברים ד, ל
otzaria	דברים ו, ה
otzaria	דברים ח, יא
otzaria	קהלת י, יח
otzaria	קהלת ד, ד
otzaria	קהלת ט, טז
otzaria	אסתר ד, ב
otzaria	שמות כ, כ
otzaria	שמות כד, יב
otzaria	שמות ג, יד
otzaria	בראשית טו, ו
otzaria	בראשית ב, א
otzaria	בראשית מב, ו
otzaria	הושע ב, א
otzaria	מלכים א י, ט
otzaria	שמואל א יד, ו
otzaria	מלכים ב ב, ט
otzaria	ישעיהו א, יב
otzaria	ישעיהו כט, ד
otzaria	ישעיהו מט, ח
otzaria	ישעיהו נט, כ
otzaria	ישעיהו סו, ב
otzaria	ירמיהו כב, טו
otzaria	ירמיהו ד, כב
otzaria	ירמיהו ח, ח
otzaria	איוב כב, כג
otzaria	איוב ג, יט
otzaria	שופטים ט, יג
otzaria	איכה ג, מ
otzaria	ויקרא יט, טז
otzaria	ויקרא יט, יח
otzaria	ויקרא כה, מו
otzaria	מלאכי ב, ו
otzaria	מיכה ו, ח
otzaria	משנה שביעית י, ה
otzaria	משנה תורה, הלכות תשובה ד, ד
otzaria	במדבר יד, כח
otzaria	במדבר כה, ז
otzaria	משנה טבול יום ב, ג
otzaria	מלבי"ם על אסתר י, א, א
otzaria	שלום אסתר,  י, א, א
otzaria	רלב"ג אסתר,  י, ב, א
otzaria	מלבי"ם על אסתר י, ב, ב
otzaria	תרגום שני על אסתר,  י, ב, א
otzaria	אסתר רבה,  ו, ב
otzaria	ישמח משה, כי תשא,  ו, א
otzaria	מנחת שי על אסתר י, ג, א
otzaria	אור חדש,  י, ג, ג
otzaria	אסתר רבה,  י, יג
otzaria	רש"י על אסתר א, א, ד
otzaria	מגילה ב:, ז
otzaria	אבן עזרא על אסתר א, א, א
otzaria	תורה תמימה על אסתר א, א, יב
otzaria	ביאור שטיינזלץ על מגילה יא., כב
otzaria	מדרש אגדה, בראשית,  יד, א, ג
otzaria	מדרש לקח טוב על אסתר,  א, א, ג
otzaria	רות רבה,  א, ה
otzaria	אור חדש, פתיחה,  נ
otzaria	מדרש לקח טוב, ויקרא,  ט, א, ב
otzaria	אור חדש,  א, א, יז
otzaria	אור חדש,  א, א, לב
otzaria	אסתר רבה,  א, ה
otzaria	מגילה יב:, ב
otzaria	יוסף אבן יחיא על אסתר א, י, ג
otzaria	נחל אשכול על אסתר א, י, א
otzaria	סידור נוסח עדות המזרח, פורים, , שבת זכור יח
otzaria	לקוטי תורה, בהעלותך,  ז, ד
otzaria	אבן עזרא על אסתר א, יב, א
otzaria	מדרש לקח טוב על אסתר,  א, יב, ב
otzaria	אור חדש,  א, יב, ז
otzaria	רש"י על אסתר א, יג, א
otzaria	יוסף אבן יחיא על אסתר א, יג, ב
otzaria	ישע אלהים על אסתר,  א, יג, ד
otzaria	אור חדש,  א, יג, יב
otzaria	מגילה כג., ז
otzaria	מחיר יין,  א, יד, א
otzaria	סנהדרין י:, י
otzaria	משאת משה על אסתר,  א, טו, ג
otzaria	מלבי"ם על אסתר א, טז, ב
otzaria	יוסף אבן יחיא על אסתר א, טז, א
otzaria	אור חדש,  א, טז, א
otzaria	אור חדש,  א, טז, יד
otzaria	תורה תמימה על אסתר א, יז, א
otzaria	רש"י על אסתר א, יח, א
otzaria	אור חדש,  א, יח, ג
otzaria	אבן עזרא מהדורא תניינא על אסתר א, יט, א
otzaria	מגילת סתרים על אסתר,  א, יט, ג
otzaria	אור חדש,  א, יט, ג
otzaria	מגילה יא:, ו
otzaria	יוסף אבן יחיא על אסתר א, ב, א
otzaria	רש"י על דברי הימים ב ט, ב, א
otzaria	אור חדש,  א, ב, יד
otzaria	אור חדש,  א, ב, כז
otzaria	מגילה ט., ו
otzaria	ישמח משה, בראשית,  כז, א
otzaria	אור חדש,  א, כ, ב
otzaria	מדרש לקח טוב על אסתר,  א, כא, א
otzaria	אבן עזרא מהדורא תניינא על אסתר א, כב, א
otzaria	ליקוטי מוהר"ן,  קסג, א, ג
otzaria	אור חדש,  א, כב, ד
otzaria	יוסף אבן יחיא על אסתר א, ג, א
otzaria	אסתר רבה,  א, טז
otzaria	האמונות והדעות, מאמר השני; אחדות,  יג, א
otzaria	מגילת סתרים על אסתר,  א, ד, א
otzaria	מנחת שי על אסתר א, ד, ד
otzaria	אור חדש,  א, ד, י
otzaria	תניא, אגרת הקדש,  כד, ד
otzaria	מגילה יב., ח
otzaria	תורה תמימה על אסתר א, ה, ה
otzaria	מדרש לקח טוב על אסתר,  א, ה, ב
otzaria	אור חדש,  א, ה, ד
otzaria	תרגום שני על אסתר,  א, ה, א
otzaria	רלב"ג אסתר,  א, ו, ב
otzaria	מחברת מנחם, ש,  קעא, ד
otzaria	אבן עזרא על אסתר א, ו, ז
otzaria	תורה תמימה על אסתר א, ו, יא
otzaria	מחיר יין,  א, ו, א
otzaria	מצודת ציון על דברי הימים ב ז, ג, א
otzaria	אור חדש,  א, ו, ג
otzaria	ספרי דברים מג, יא
otzaria	אבן עזרא על אסתר א, ז, א
otzaria	מגילת סתרים על אסתר,  א, ז, א
otzaria	מנחת שי על אסתר א, ז, א
otzaria	אור חדש,  א, ז, ד
otzaria	רש"י על אסתר א, ח, ג
otzaria	אסתר רבה,  ב, יג
otzaria	תורה תמימה על אסתר א, ח, ה
otzaria	מדרש לקח טוב על אסתר,  א, ח, א
otzaria	אור חדש,  א, ח, ג
otzaria	כתונת פסים, ויקרא,  נא
otzaria	מחברת מנחם, ו,  א, ב
otzaria	יוסף אבן יחיא על אסתר א, ט, ב
otzaria	ישע אלהים על אסתר,  א, ט, ג
otzaria	אסתר רבה,  ג, ה
otzaria	אבן עזרא מהדורא תניינא על אסתר ב, א, ב
otzaria	תורה תמימה על אסתר ב, א, ד
otzaria	נחל אשכול על אסתר ב, א, א
otzaria	רש"י על מגילה יב:, ה, ב
otzaria	יוסף אבן יחיא על אסתר ב, י, א
otzaria	אור חדש,  ב, י, ה
otzaria	אבן עזרא על אסתר ב, יא, א
otzaria	שלום אסתר,  ב, יא, א
otzaria	תרגום שני על אסתר,  ב, יא, א
otzaria	פסחים מג., א
otzaria	ביאור שטיינזלץ על מועד קטן ט:, יח
otzaria	שלום אסתר,  ב, יב, א
otzaria	רמב"ן על בראשית,  מח, ט, א
otzaria	מנחת שי על אסתר ב, יג, ב
otzaria	רלב"ג אסתר,  ב, יד, א
otzaria	רש"י על בראשית מו, כו, א
otzaria	תרגום שני על אסתר,  ב, יד, א
otzaria	אבן עזרא מהדורא תניינא על אסתר ב, טו, ד
otzaria	ליקוטי מוהר"ן, תנינא,  א, יג, א
otzaria	סידור ספרד, פורים, , קרובץ לפורים כ
otzaria	אבן עזרא על דברים טז, א, א
otzaria	יוסף אבן יחיא על אסתר ב, טז, ג
otzaria	ילקוט שמעוני על התורה תרפד, ג
otzaria	תנחומא בובר, נשא,  יח, א
otzaria	שני לוחות הברית, תורה שבכתב, , תולדות, תורה אור קט
otzaria	אור חדש,  ב, יז, ג
otzaria	רלב"ג אסתר,  ב, יח, א
otzaria	ישמח משה, אחרי מות,  ד, א
otzaria	תרגום שני על אסתר,  ב, יח, א
otzaria	משאת משה על אסתר,  ב, יט, ב
otzaria	סידור ספרד, פורים, , קרובץ לפורים לה
otzaria	מדרש לקח טוב על אסתר,  ב, ב, א
otzaria	רש"י על אסתר ב, כ, א
otzaria	אבן עזרא על אסתר ב, כ, ב
otzaria	מנחת שי על אסתר ב, כ, א
otzaria	רש"י על אסתר ב, כא, א
otzaria	ביאור שטיינזלץ על מגילה יג:, ח
otzaria	ישע אלהים על אסתר,  ב, כא, ג
otzaria	תלמוד ירושלמי ברכות א, א, כא
otzaria	מגילה טו., כ
otzaria	תנא דבי אליהו זוטא, נספחים לסדר אליהו זוטא, , פרקי דרך ארץ ב
otzaria	אור חדש,  ב, כב, ב
otzaria	תרגום שני על אסתר,  ב, כב, א
otzaria	פרקי דרבי אליעזר נ, ד
otzaria	קדושת לוי, שמות, , כי תשא ג
otzaria	יוסף אבן יחיא על אסתר ב, ג, ב
otzaria	מלבי"ם על אסתר ב, ד, א
otzaria	מדרש שמואל,  יג, ו
otzaria	אבן עזרא מהדורא תניינא על אסתר ב, ה, ב
otzaria	אבן עזרא על אסתר ב, ה, ג
otzaria	ביאור שטיינזלץ על מגילה יב:, טז
otzaria	שני לוחות הברית, תורה שבכתב, , תצוה, תורה אור צט
otzaria	פרקי דרבי אליעזר נ, ב
otzaria	אור חדש, הקדמה,  מב
otzaria	אור חדש,  ב, ה, יא
otzaria	מדרש שמואל,  א, ו
otzaria	מסכת סופרים יד, ז
otzaria	מלבי"ם על אסתר ב, ז, ב
otzaria	מחברת מנחם, א,  א, ב
otzaria	אבן עזרא על אסתר ב, ז, א
otzaria	משאת משה על אסתר,  ב, ז, א
otzaria	מחיר יין,  ב, ז, א
otzaria	ישע אלהים על אסתר,  ב, ז, ג
otzaria	אור חדש,  ב, ז, ח
otzaria	אור חדש,  ב, ז, כא
otzaria	סידור נוסח עדות המזרח, פורים, , שבת זכור כג
otzaria	מחיר יין,  ב, ח, ג
otzaria	רש"י על אסתר ב, ט, ב
otzaria	אבן עזרא על אסתר ב, ט, א
otzaria	מגילת סתרים על אסתר,  ב, ט, א
otzaria	שלום אסתר,  ב, ט, א
otzaria	רשב"ם על בראשית כב, א, א
otzaria	אבן עזרא על אסתר ג, א, א
otzaria	מחיר יין,  ג, א, א
otzaria	ישע אלהים על אסתר,  ג, א, ד
otzaria	אור חדש,  ג, א, ז
otzaria	אסתר רבה,  ז, ד
otzaria	אסתר רבה,  ז, כ
otzaria	אור חדש,  ג, י, א
otzaria	יוסף אבן יחיא על אסתר ג, יא, א
otzaria	מלבי"ם על אסתר ג, יב, א
otzaria	יוסף אבן יחיא על אסתר ג, יב, א
otzaria	צרור המור על התורה, בראשית,  נ, א, א
otzaria	אבן עזרא מהדורא תניינא על אסתר ג, יג, א
otzaria	מדרש תנחומא, אמור,  יג, א
otzaria	אסתר רבה, פתיחתא,  יא
otzaria	פירושים והערות מהרב יהושע הרטמן על גבורות השם,  ח, רמג
otzaria	צרור המור על התורה, בראשית,  א, לא, ב
otzaria	תרגום שני על אסתר,  ג, יג, א
otzaria	אסתר רבה,  ז, כד
otzaria	עץ יוסף על שיר השירים רבה ב, ט, ב, ה
otzaria	פלא יועץ,  שמג, א
otzaria	אבן עזרא על אסתר ג, טו, א
otzaria	רבנו בחיי, שמות,  לח, כה, ב
otzaria	אור חדש,  ג, טו, ז
otzaria	רמב"ן על בראשית,  כז, מב, א
otzaria	ישמח משה, ויחי,  כו, ב
otzaria	אור חדש,  ג, ב, ד
otzaria	סידור ספרד, ערבית של שבת, , ויכולו יז
otzaria	סידור ספרד, ערבית לימות החול, , ערבית למוצאי שבת יח
otzaria	שלום אסתר,  ג, ג, א
otzaria	אבן עזרא מהדורא תניינא על אסתר ג, ד, ב
otzaria	נחל אשכול על אסתר ג, ד, א
otzaria	תרגום שני על אסתר,  ג, ד, א
otzaria	שלום אסתר,  ג, ה, א
otzaria	תנחומא בובר, שמיני,  יד, א
otzaria	שלום אסתר,  ג, ו, ב
otzaria	רש"י על אסתר ג, ז, א
otzaria	רלב"ג אסתר,  ג, ז, א
otzaria	תנחומא בובר, בראשית,  לג, א
otzaria	ויקרא טז, ח
otzaria	ישע אלהים על אסתר,  ג, ז, א
otzaria	אור חדש,  ג, ז, ח
otzaria	אור חדש,  ג, ז, כא
otzaria	משנה עירובין י, א
otzaria	רש"י על אסתר ג, ח, ב
otzaria	מחברת מנחם, פ,  יב, ב
otzaria	תורה תמימה על אסתר ג, ח, ג
otzaria	יוסף אבן יחיא על אסתר ג, ח, ג
otzaria	שלום אסתר,  ג, ח, ג
otzaria	אור חדש,  ג, ח, ז
otzaria	כתונת פסים, מצורע,  טו
otzaria	רש"י על אסתר ג, ט, א
otzaria	אסתר רבה,  ז, יג
otzaria	יוסף אבן יחיא על אסתר ג, ט, א
otzaria	מדרש לקח טוב, שמות,  כה, ג, ב
otzaria	רלב"ג אסתר,  ד, א, ב
otzaria	רבנו בחיי, בראשית,  מד, יב, ב
otzaria	ישמח משה, תרומה,  ג, ח
otzaria	ישע אלהים על אסתר,  ד, א, ב
otzaria	רמב"ן על בראשית,  ל, א, א
otzaria	מלבי"ם על אסתר ד, י, ב
otzaria	רלב"ג אסתר,  ד, יא, ב
otzaria	שפתי חכמים, שמות,  א, טז, ב
otzaria	תנא דבי אליהו רבה א, ב
otzaria	מלבי"ם על אסתר ד, יב, ב
otzaria	מלבי"ם על אסתר ד, יג, א
otzaria	נחלת אבות על אבות,  ב, ג, ח
otzaria	אור חדש,  ד, יג, יא
otzaria	אבן עזרא מהדורא תניינא על אסתר ד, יד, ג
otzaria	מחיר יין,  ד, יד, ב
otzaria	סידור אשכנז, חגים, , סליחות, תענית אסתר יג
otzaria	ישע אלהים על אסתר,  ד, טו, ד
otzaria	מצודת ציון על קהלת ח, י, א
otzaria	אבן עזרא מהדורא תניינא על אסתר ד, טז, ט
otzaria	מחזור לראש השנה - אשכנז, תפילת שחרית, , יום ראשון של ראש השנה, עמידה נא
otzaria	יוסף אבן יחיא על אסתר ד, טז, ד
otzaria	שלום אסתר,  ד, טז, ד
otzaria	פניני הלכה, זמנים,  יד, ט, ב
otzaria	אור חדש,  ד, טז, ח
otzaria	צרור המור על התורה, בראשית,  לח, כז, א
otzaria	מדרש תהילים כב, יז
otzaria	פרקי דרבי אליעזר נ, ו
otzaria	אסתר רבה,  ח, ז
otzaria	קוהלת רבה ד, יז, א
otzaria	תוספתא ברכות ו, א
otzaria	אבן עזרא מהדורא תניינא על אסתר ד, ג, ד
otzaria	הכתב והקבלה, ויקרא,  כב, ב, א
otzaria	מלבי"ם על אסתר ד, ד, א
otzaria	סוטה כ:, יב
otzaria	מחיר יין,  ד, ד, ב
otzaria	אור חדש,  ד, ד, ה
otzaria	מגילה טו., יא
otzaria	ישע אלהים על אסתר,  ד, ה, ב
otzaria	אבן עזרא מהדורא תניינא על אסתר ד, ו, ב
otzaria	אבן עזרא מהדורא תניינא על אסתר ד, ז, ב
otzaria	מגילת סתרים על אסתר,  ד, ז, א
otzaria	אור חדש,  ד, ז, ה
otzaria	שמות רבה ל, ד
otzaria	מנחת שי על אסתר ד, ט, א
otzaria	מגילה טו., טז
otzaria	יוסף אבן יחיא על אסתר ה, א, א
otzaria	אור חדש,  ה, א, ג
otzaria	מלבי"ם על אסתר ה, י, ב
otzaria	מלבי"ם על אסתר ה, יא, ב
otzaria	מדרש לקח טוב על אסתר, הקדמה,  א
otzaria	אבן עזרא מהדורא תניינא על אסתר ה, יב, א
otzaria	מדרש לקח טוב, בראשית,  ג, א, ג
otzaria	מלבי"ם על אסתר ה, יג, א
otzaria	תורה תמימה על אסתר ה, יג, א
otzaria	אור חדש,  ה, יג, ז
otzaria	יוסף אבן יחיא על אסתר ה, יד, א
otzaria	אור חדש,  ה, יד, א
otzaria	אור חדש,  ה, יד, יד
otzaria	מדרש תהילים כב, כא
otzaria	שלום אסתר,  ה, ב, א
otzaria	אור חדש,  ה, ב, ז
otzaria	תרגום שני על אסתר,  ה, ב, א
otzaria	משאת משה על אסתר,  ה, ג, ב
otzaria	מלבי"ם על אסתר ה, ד, ב
otzaria	ישע אלהים על אסתר,  ה, ד, ב
otzaria	אור חדש,  ה, ד, יג
otzaria	משאת משה על אסתר,  ה, ה, א
otzaria	יוסף אבן יחיא על אסתר ה, ו, א
otzaria	אור חדש,  ה, ו, ז
otzaria	מלבי"ם על אסתר ה, ח, ב
otzaria	מלבי"ם על אסתר ה, ט, א
otzaria	אבן עזרא על ישעיהו,  כח, יט, ב
otzaria	נחל אשכול על אסתר ה, ט, א
otzaria	אור חדש,  ה, ט, יא
otzaria	רש"י על אסתר ו, א, ב
otzaria	מגילה טו:, כ
otzaria	ביאור שטיינזלץ על מגילה יט., יא
otzaria	מדרש שכל טוב, שמות,  יא, ט, ה
otzaria	אור חדש,  ו, א, ז
otzaria	אבן עזרא מהדורא תניינא על אסתר ו, י, א
otzaria	פרקי דרבי אליעזר נ, ז
otzaria	אבן עזרא מהדורא תניינא על אסתר ו, יא, א
otzaria	אור חדש, הקדמה,  מז
otzaria	אור חדש,  ו, יא, ח
otzaria	אבן עזרא מהדורא תניינא על אסתר ו, יב, א
otzaria	יוסף אבן יחיא על אסתר ו, יב, ב
otzaria	אור חדש,  ו, יב, ד
otzaria	מלבי"ם על אסתר ו, יג, א
otzaria	אבן עזרא על אסתר ו, יג, א
otzaria	שני לוחות הברית, תורה שבכתב, , משפטים, תורה אור קלו
otzaria	אור חדש,  ו, יג, ב
otzaria	מלבי"ם על אסתר ו, יד, א
otzaria	שני לוחות הברית, עשרת הדברות, , מסכת תענית, תורה אור ב, ו
otzaria	מלבי"ם על אסתר ו, ב, א
otzaria	ישע אלהים על אסתר,  ו, ב, א
otzaria	משאת משה על אסתר,  ו, ג, א
otzaria	מגילה טז., ג
otzaria	סידור נוסח עדות המזרח, פורים, , שבת זכור עה
otzaria	אבן עזרא מהדורא תניינא על אסתר ו, ו, א
otzaria	ישמח משה, בלק,  ט, א
otzaria	תרגום שני על אסתר,  ו, ו, א
otzaria	רמב"ן על בראשית,  מא, מג, א
otzaria	לקוטי תורה, שיר השירים,  כג, ב
otzaria	תרגום שני על אסתר,  ו, ח, א
otzaria	אור חדש,  ו, ט, א
otzaria	צרור המור על התורה, בראשית,  מט, כז, א
otzaria	הטור הארוך, בראשית,  ח, א, ב
otzaria	שפתי חכמים, בראשית,  ו, יד, ג
otzaria	נחל אשכול על אסתר ז, י, א
otzaria	מלבי"ם על אסתר ז, ב, ב
otzaria	אבן עזרא על אסתר ז, ג, א
otzaria	מלבי"ם על אסתר ז, ד, א
otzaria	יערות דבש יז, יג
otzaria	שלום אסתר,  ז, ד, ג
otzaria	מלבי"ם על אסתר ז, ה, ב
otzaria	תורה תמימה על אסתר ז, ה, א
otzaria	אור חדש,  ז, ה, ה
otzaria	מלבי"ם על אסתר ז, ו, ב
otzaria	תורה תמימה על אסתר ז, ו, א
otzaria	אור חדש,  ז, ו, ה
otzaria	מלבי"ם על אסתר ז, ז, ב
otzaria	תוספתא ברכות ה, ב
otzaria	פסחים ק., ח
otzaria	ביאור שטיינזלץ על מגילה טז., כא
otzaria	שלום אסתר,  ז, ח, ג
otzaria	תלמוד ירושלמי פסחים י, א, ב
otzaria	תורה תמימה על אסתר ז, ט, א
otzaria	רש"י על איוב כז, כב, ג
otzaria	אבן עזרא מהדורא תניינא על אסתר ח, א, ב
otzaria	אור חדש,  ח, א, ה
otzaria	אבן עזרא על אסתר ח, י, א
otzaria	אור חדש,  ח, י, א
otzaria	מלבי"ם על אסתר ח, יא, ב
otzaria	אסתר רבה,  י, י
otzaria	סידור ספרד, מנחה לשבת קודש, , תפילת עמידה לד
otzaria	סידור ספרד, מנחה לערב שבת, , תפילת עמידה נט
otzaria	מסכת סופרים ז, ד
otzaria	קב הישר,  צט, א
otzaria	קדושת לוי, בראשית, , ויגש ד
otzaria	מחברת מנחם, ע,  כו, ב
otzaria	רבנו בחיי, בראשית,  מא, יד, א
otzaria	אור חדש,  ח, טו, ג
otzaria	אסתר רבה,  ו, ג
otzaria	נצח ישראל,  ה, כח
otzaria	תורה תמימה על אסתר ח, טז, ב
otzaria	ישמח משה, תצוה,  א, ה
otzaria	מחזור ויטרי, הלכות שבת,  קנ, א
otzaria	מלבי"ם על אסתר ח, יז, ב
otzaria	רבנו בחיי, דברים,  לג, כח, א
otzaria	ליקוטי מוהר"ן,  יז, ה, טז
otzaria	אור חדש,  ח, יז, יא
otzaria	פרי צדיק, פורים,  ד, א
otzaria	אוצר מדרשים, יעקב אבינו, , לקח טוב על ברכת יעקב אבינו ע״ה כט
otzaria	תרגום שני על אסתר,  ח, ב, א
otzaria	מחיר יין,  ח, ג, א
otzaria	אור חדש,  ח, ג, ט
otzaria	מלבי"ם על אסתר ח, ה, ב
otzaria	מלבי"ם על אסתר ח, ו, א
otzaria	אור חדש,  ח, ו, א
otzaria	שלום אסתר,  ח, ז, א
otzaria	אבן עזרא מהדורא תניינא על אסתר ח, ח, א
otzaria	מנחת שי על אסתר ח, ח, א
otzaria	אבן עזרא מהדורא תניינא על אסתר ח, ט, ב
otzaria	תורה תמימה על אסתר ח, ט, ב
otzaria	אור חדש, הקדמה,  יג
otzaria	סידור ספרד, תפילות וסגולות שונות, , תפילת השל"ה הקדוש ג
otzaria	משאת משה על אסתר,  ט, א, א
otzaria	תלמוד ירושלמי מגילה א, ג, ג
otzaria	עזרא ד, ו
otzaria	אור חדש,  ט, י, ב
otzaria	סדר עולם רבה,  כט, ב
otzaria	אור חדש,  ט, יא, ח
otzaria	תורה תמימה על אסתר ט, יב, א
otzaria	סידור ספרד, תעניות ואבלות, , סליחות לשני קמא לה
otzaria	סידור אשכנז, שבת, , שחרית, עמידה, מודים ה
otzaria	סידור ספרד, תעניות ואבלות, , סליחות לכ' סיון סב
otzaria	אבן עזרא מהדורא תניינא על אסתר ט, יג, ב
otzaria	ישע אלהים על אסתר,  ט, יד, א
otzaria	אור חדש,  ט, טו, ג
otzaria	הכתב והקבלה, ויקרא,  טז, י, ב
otzaria	סידור אשכנז, שבת, , מעריב, עמידה, מודים ד
otzaria	יוסף אבן יחיא על אסתר ט, יח, א
otzaria	מלבי"ם על אסתר ט, יט, ב
otzaria	מחברת מנחם, פ,  סג, ב
otzaria	ביאור שטיינזלץ על מגילה ב:, ו
otzaria	מלחמות השם יחיא קאפח ב, טז
otzaria	שלום אסתר,  ט, ב, א
otzaria	יוסף אבן יחיא על אסתר ט, כ, א
otzaria	מגילה ב., י
otzaria	משנה תורה, הלכות מגילה וחנוכה ב, טז
